track_id,genre,preview
1ThdZzM4DCcNIRf9EyBMg5,country,https://p.scdn.co/mp3-preview/0654bb189d3c77914e51c53e2ef70cb0b0a890e3
4E2KpMy3QN1EAq7wBaTbAM,classical,https://p.scdn.co/mp3-preview/47172f64e5e814406a4bc0e108ed7242e2c7a8c1
3Ms7OGnNIK1uOBetU8BZGO,bluegrass,https://p.scdn.co/mp3-preview/81528176d9bbcc80739e7fbaad62ecfb1ab80796
05wmdLFEAl53JQTO27h1Bt,reggae,https://p.scdn.co/mp3-preview/60e9d653428e08b4ea842bbbcb040aa62374e2ee
17Lj3u2YYlWkGMgVdDmeMj,reggae,https://p.scdn.co/mp3-preview/5d4ade058fc71a794467975e59af92772e04914d
6qIJsv9tbNE0bjNcQ3SSY1,folk,https://p.scdn.co/mp3-preview/90367ee06f9f3b787b20cf2b31817f5a09bde069
5Rdcm3qAYAoN1ER3sSKKbj,tango,https://p.scdn.co/mp3-preview/cd448531b6298c1d54ed5b7354f4cf881125fb07
3epIqpAwH5AflilRfxxU8X,classical,https://p.scdn.co/mp3-preview/e19b3d905a98adafae3363f1d833252d43f0bbd0
7CxdcOE4MhmAW8Vs2IQGGq,grindcore,https://p.scdn.co/mp3-preview/10750df0d68b2debc11b7f51c8150a833dcea6eb
1hbxlmYkdppnyP0YW1tVoe,breakbeat,https://p.scdn.co/mp3-preview/cedf160c7b244758f79b637851c22a1eb26f15e6
5mn2SwRG1e9utnIMmU65dw,r&b,https://p.scdn.co/mp3-preview/f55a082cc0d7350446f1d1e10284583801b04592
7bjyavP9ZWRiVJeEN3ecoA,tango,https://p.scdn.co/mp3-preview/72d110d17ab274e16fd47556398be15faea2acd2
5jWzVwiwXi1PLHlpGbrB8U,soul,https://p.scdn.co/mp3-preview/8abb61fbabba49773925b749dad4e5b2f3730ed9
2cb0vtzNMf5TZz7WWWbysk,r&b,https://p.scdn.co/mp3-preview/aff4a2e95180b18177296f2ae1f6a41aadb33e62
4R1APQc3POYckhqp5V5wEs,tango,https://p.scdn.co/mp3-preview/f7a274b3cfd86d0aabc1311791837b414545043e
3sHC3nDBDTmToWY1BT5n6g,blues,https://p.scdn.co/mp3-preview/e9c77e8d94283db7a7a3ea73e7b523152ee32fd8
5dwNgWoqKuGiULtMKILzKz,reggae,https://p.scdn.co/mp3-preview/41974121c242e8f47171fca6d4e9742d2af0349e
0zVCwGz6EpSG4QK5OIFSwy,r&b,https://p.scdn.co/mp3-preview/52d8798c1c09c6ea5814e35ae4301051c4749a8b
0usbfJmlK27CnvSBm0xOzY,folk,https://p.scdn.co/mp3-preview/46e20ad70778d0ff5425e52d15dad5d88985830d
73DNZg7MBVaossSPsJYphL,indie,https://p.scdn.co/mp3-preview/4006c55c3f905a57a58314aa7de421ff08492a4d
2hRPtwFTl7tJi9Zbo3mqNb,bluegrass,https://p.scdn.co/mp3-preview/48a822ecfd3dad090302c90d5433e79e08bfac15
7at4Tif9ZQ725rydfHe5Oo,reggae,https://p.scdn.co/mp3-preview/4dde319257bf9a7bb98167a2a0c0101514a287c0
1XmCBC958u3cTli1K1qOh7,lo-fi,https://p.scdn.co/mp3-preview/6f70ec6ea6c2e6089844ee81cc13cb86e33c782d
1nJ8QWKOBzaN2Vjn8VtDIm,soul,https://p.scdn.co/mp3-preview/9fdc16f53814ba598d85afa08e8b52136e74bc2b
37dgTFe7AjxRjHQ0AoGqot,blues,https://p.scdn.co/mp3-preview/5510aa525c8859571bc5a005fc19867ac7455962
5lnAAU7HmFXd7arnGpYOyS,breakbeat,https://p.scdn.co/mp3-preview/504b970a5857d3f641344fddb9ed56671e108e8d
2ORATNtvZtErkwDGKWvYlR,bluegrass,https://p.scdn.co/mp3-preview/1ce24c807862fa9f464c41fbf14f34c5da327ee9
4lsHwP7B7ULwhoXrepWPB3,punk,https://p.scdn.co/mp3-preview/59bec6c0312f66a4a4fc19b4515871eac69c3630
063LVHMIEjXGX405cn7P2L,jazz,https://p.scdn.co/mp3-preview/0f91745961064574602db1cdaa1282582e82e257
5B7vlcNdruWpz9b7WD8eLm,idm,https://p.scdn.co/mp3-preview/d811430fe5e94ba24de0b190a2e3801075a7100e
1dcmCRxC9OBh0zsPqNvwDm,idm,https://p.scdn.co/mp3-preview/17f1a34910025a992f6457730023ce8b2fe455be
4BbHpp21LENup8eqRqLpPa,folk,https://p.scdn.co/mp3-preview/a99db50d4bfe4bd3f3cb4f5334b3cc68835f195b
7LNbBsjxmMJcRn7iEuSDpz,jazz,https://p.scdn.co/mp3-preview/48f1ab5a754fb62ba9dbe18b0878c19888fc7965
2TS9Z1ZCCuoPzIPRqggwhe,country,https://p.scdn.co/mp3-preview/f22b7e2d666fb90c8e599a8919f58500d0c1a777
6NxdgHR3lebLG7CyZ9EtK5,soul,https://p.scdn.co/mp3-preview/c9e8fa242c3116c128f694cbe0f39470c85c7ccd
7ntJIybluN9zvAjTusCNMg,r&b,https://p.scdn.co/mp3-preview/f7e8de8a2a419c43ddf77af8572e6ad1e4cb64d4
6wiv4WkQPEOkjknC1pKSol,idm,https://p.scdn.co/mp3-preview/52db7d4cdad1cb451a9d5a0951e5722af3e519ac
7MgJ2dNo3F1aDYemSgY55I,bluegrass,https://p.scdn.co/mp3-preview/d70057027ec8c33d137b856d1bfd83ed18457970
1fYkrRPjFTM9ABm7UTI4DZ,idm,https://p.scdn.co/mp3-preview/6bcde9939a3e9f0265e3b4345c300b7ff2205f2f
40F2tc5kF7i0zjUEChLb87,lo-fi,https://p.scdn.co/mp3-preview/80f7d838d58becefa6cb96828411a609cb2c3670
6ZRwX6fnEJ0OInSpkiJD08,folk,https://p.scdn.co/mp3-preview/e0a6e013b79cd5761def24cf2d68b71340946049
5j21se1UrN9bkAhyYhEzo7,classical,https://p.scdn.co/mp3-preview/790bfea8e4e791efcc920d1cf49fcb297e0e0e45
2Tc8DJlgXCraWtvsu4fHF7,r&b,https://p.scdn.co/mp3-preview/43d5209da544b53bbe1fdf48cab483e9b6c9ada5
5s2MLmi43NzQoBriw0piLp,reggae,https://p.scdn.co/mp3-preview/fa66ac7e2dab207076d88d6f271b9a8210688810
6m2p85n0EyKzSFwffjkzDB,r&b,https://p.scdn.co/mp3-preview/d7f3a0ce93128f70e47040a93af1432a9afe7878
7zPUuxWZcRpR6KPNgGJRYp,reggae,https://p.scdn.co/mp3-preview/01b76786f77645be020aecf80071674c16bc4abf
52Nszng1sqRrZa5nAcF1zH,idm,https://p.scdn.co/mp3-preview/44189ac6abaffac10de292bcb08d47fbca86e74b
3Iw4WxiBZhMbN4Ty2asIO0,punk,https://p.scdn.co/mp3-preview/83215e116dd0d4194060ca48687d526acb6a7fb3
5idQLxyWoaS3JM5wSwe266,classical,https://p.scdn.co/mp3-preview/18f52817aded3fda643dd4a18f8ebb8055198381
3CphoDQ8vCmXfZLrKFxiKF,idm,https://p.scdn.co/mp3-preview/49b8a21ee7af94b5133d2fae36287ca9a5238dc6
254n1qRnItqz3NliZAjPFP,lo-fi,https://p.scdn.co/mp3-preview/259f4af372edef486e06dcdf5b3efb9ba64a105a
1sMwhi4092yBAF0yjXwQTK,blues,https://p.scdn.co/mp3-preview/890c91577a69e029490e569c2d6af49658d04541
3A7oGkhWXOftAzLOFHq3uJ,blues,https://p.scdn.co/mp3-preview/fa7f52485e0f76a762e631ad599ec5aac819274d
2Ratevnm6oO5LtRSTqqLFL,reggae,https://p.scdn.co/mp3-preview/0249406e6ef2154840e5b0725239c9511adc6796
79FI0NwrDuAp0o7KY4kNoZ,jazz,https://p.scdn.co/mp3-preview/d994f1218d6b4afc6a4a0d740edf45317b119cee
5dWrXTnuRrmV44XLOquIeD,idm,https://p.scdn.co/mp3-preview/8a6fc7e9fb1aa5028563f8b739a0e67f2c86dbe7
2LhIyXORR6gBGVrMgeKlPm,folk,https://p.scdn.co/mp3-preview/99e74043fe99cfbee00d40a17ad5e7d6f525977b
6MR8XiksJnJdrK7OfYmXVx,grindcore,https://p.scdn.co/mp3-preview/0344c7d9f877cb06c3aa26080abe228cc885ebc4
1wFcC6dSapYny8lGW6EoSv,jazz,https://p.scdn.co/mp3-preview/ed8c959190963be3d6b3f0ccb019e3630550e228
06vHcPKllq5eamrKRvBwVZ,country,https://p.scdn.co/mp3-preview/6cf72f9be5d3129631e92f3ed8386986ef005f95
5qrTD6fDsiyqH5cY4179AG,idm,https://p.scdn.co/mp3-preview/b323d5e6c2b4a319189ba2b473af44286bc0366d
1Ke9tjzbD5dIfML3gEplTh,breakbeat,https://p.scdn.co/mp3-preview/f564c860a25573f9489194b066c48d2038c159dc
2QIra5lFOgjJpyurxMMzFE,classical,https://p.scdn.co/mp3-preview/c026da05237a731b69692d9253d762efa66fbfdd
7Gsqr6imvwLlA0HTTvze7u,metal,https://p.scdn.co/mp3-preview/aaff764129fb12be3ec4fdc7ed7a49c7e8713d72
5tULmRxZrbnzh32H3ZIghu,rock,https://p.scdn.co/mp3-preview/7e790e895686e1c753b3939152af9418f92de359
51RvtPZHwsZkustxxYG1r6,tango,https://p.scdn.co/mp3-preview/ee06e752472c5e83a77b7fd684788e8db0c246dd
4S3YS3965xZl2e6WulyD9m,indie,https://p.scdn.co/mp3-preview/6896bb2571e2abcd3ed78eef049b6e491e4b6e03
2m1rzQrUTLWOY4zt07PYXD,folk,https://p.scdn.co/mp3-preview/48f2a61b123fbf2ecd310a06a9d5b2d5ae233dae
48dTtNnoTBMtZb5Obud7HW,folk,https://p.scdn.co/mp3-preview/fdd905d4596dfa1a547908939d22814c133e60c0
6Y5IoQrZHXlhlpJoiF14y1,reggae,https://p.scdn.co/mp3-preview/e14c2d958415e8279ed59c4018344d8f18699cd9
7hDIuKX6K8eYvhSWO2sahC,soul,https://p.scdn.co/mp3-preview/8884a22cff8ab74df3e31983bc40128572f96c7f
3BbLKZTadFU9AS1DeoXeBK,rap,https://p.scdn.co/mp3-preview/7c7d77ba91b044a2d73c516008595f8013eb542d
36GhBMw1CVJpsrazHYbXQy,indie,https://p.scdn.co/mp3-preview/e0f4a0fe0727abcf36e0e54d609d27eca01fa86e
1VLIGqBKsOTE4Ua181HxxD,jazz,https://p.scdn.co/mp3-preview/6f4c7e7cd8737d4cabbe212d321f5828531feeea
226iBN3g9srpAwyoyfRVNJ,breakbeat,https://p.scdn.co/mp3-preview/6579add168828776e50f5b809c8bf43c841865d2
6QlmrIE6RnJGTjyqM4JiqT,punk,https://p.scdn.co/mp3-preview/1912e7ecbec03044420b1fa92fd07b0c1c549361
3dliVHbaJLLXZkGSD5FG3X,tango,https://p.scdn.co/mp3-preview/10094d25a3ff8791bb58527dcc3df2a32b9a712c
7zp5E8WnvBJpXC2E7SCMV7,jazz,https://p.scdn.co/mp3-preview/7e923927008f07eafddb2fad36cb1e7efb7b6246
2S7eyfeSjQK4IR7yfpPpWm,jazz,https://p.scdn.co/mp3-preview/a818d6587b15d00c01a7dd3516d381ff153fb7ab
5yPQ2mkSqXDTXDIaL0CP9d,grindcore,https://p.scdn.co/mp3-preview/e10cc0ed8be5cb653f3537b92785933546d1743a
66adtIw9asXl3LxntR4eOu,punk,https://p.scdn.co/mp3-preview/7f2eda71b96b52a08247ba0d08b52cfd007df751
30NnCeGLdqEUZZJ8tmx0YI,bluegrass,https://p.scdn.co/mp3-preview/2e0fa3f758abbf017f402b3b6e43548cc64cd1ea
1OJ5wjZdkgBpQzCeMwzCPq,idm,https://p.scdn.co/mp3-preview/1273c025a2c9f93a7a7119e7653415cc909d0013
1iCqLfxoSx7u9BJAFVgZPq,idm,https://p.scdn.co/mp3-preview/cdc9c2a1d716ada80c4d5e887637307b19f6e21f
62ZH4zOs1cOXtJZsXniAfU,soul,https://p.scdn.co/mp3-preview/dac3bf4a1ad9ca090e0c743c09d1ca9399632dad
6ugn1Y4cYBzKRy65NEbR4F,grindcore,https://p.scdn.co/mp3-preview/9fda7d29d27f26bc3b6b91031bf618837436f57a
2vE7pjpAUGCUqrJeYNLHsK,reggae,https://p.scdn.co/mp3-preview/dce4bb7dbf565b8e1f12d762729832884ef7ec5b
4O1elkYnNjZTS7YakOwnOl,tango,https://p.scdn.co/mp3-preview/09e5258a99705ca094392238da3ed41fed568d74
3hXAsoTXgAa2rGdzanZkpj,soul,https://p.scdn.co/mp3-preview/9abe54fa96840f5f6c459371c97c92a92283cf49
1L9ocGY6RNWXg7DQGOfh0F,jazz,https://p.scdn.co/mp3-preview/dc21ac16dc898b2e91ea7e85dd7740f73a9e3553
3kbIIRjfMyVNjcF0lhemes,folk,https://p.scdn.co/mp3-preview/f0696cb08ae08cd88da9e330e35d6a1e6bb85d45
6LSV6Jf0NHEock5vbknqlQ,tango,https://p.scdn.co/mp3-preview/bf9f3a3fd2fe3e0c92dcd83ff287df983d171d63
7t0HG13YjGw1gCLav1CxO5,classical,https://p.scdn.co/mp3-preview/ef7303a14f7fe83a51af908589a6fd1b26534058
4rIk1iAzC1VRvsHob1ynmU,metal,https://p.scdn.co/mp3-preview/0a6c4cd7468d3293eeb1894b7ab2b1c4b1636273
5uOLfAXKYvGB57XRNCejRu,r&b,https://p.scdn.co/mp3-preview/6c1ed6bf62680b278d6648055cca59e92cb7ae0d
7f4aQgs6MEce3E3yXIdW2I,blues,https://p.scdn.co/mp3-preview/4169b0beb1bf221f2cab600667d20032596aaef8
1z5WfvqW98NurbnSCasjVI,soul,https://p.scdn.co/mp3-preview/3f05035d62738da46780ddbe873e724c0f866405
4AcLuZ9EmI6RnKvHgjWcdf,r&b,https://p.scdn.co/mp3-preview/33c5849c46e720ee7decb0a26aeeb109009f61bb
6WB6RPMgGCkGJyraEsDmPR,punk,https://p.scdn.co/mp3-preview/e43f61635d7d4428d2b1dc15cbdd2c9efdb4952b
6sbxDBYp0YEX2ky1kgTjpO,classical,https://p.scdn.co/mp3-preview/ebe33f60efd3b06ae4f132e0224bf28032465dca
2JErckA5eFroTqlPJLUx0D,lo-fi,https://p.scdn.co/mp3-preview/688fd5b5e911e8ffe97a8b13dc2e91612dccee80
3mcocWYTV0rrjiLaQpp4mt,punk,https://p.scdn.co/mp3-preview/6cd38d975cd254d18d3d412aa0a82842479d12dd
6HlE0n2QzYKa5A9pEzW7ZU,punk,https://p.scdn.co/mp3-preview/922df9afa46810512ca69f7686b319c1fcfc60a1
0zb0CNBSOUD1BaksYsoziM,idm,https://p.scdn.co/mp3-preview/0157de9f3dc63c26e8020da894862af495667a88
0yFQyd2zluey8wAfUY3kO6,idm,https://p.scdn.co/mp3-preview/84fb639e4331692690a8732749ed70807c6594ac
7gZjc5oEtFefZbCYk7uY36,idm,https://p.scdn.co/mp3-preview/e8756d881770bdb6d65e2a75a0ef3fdae3ffd5fe
3pTScODwk9tggZzmuH6xDY,rap,https://p.scdn.co/mp3-preview/32315f3fb1ba46b1d7372388a057ff815d109f9d
2lBSSfG1H7RJwjRjNCCq4J,r&b,https://p.scdn.co/mp3-preview/f9dbaffcf8ca342dc03a8ad3dd986ba965d159e8
7d4coyGabEbHZ5tRpTbQT5,indie,https://p.scdn.co/mp3-preview/531af9de732a7c367202ce6c977ed6e262c250d1
1D8hRfgK4NvUjzfPvJqilc,blues,https://p.scdn.co/mp3-preview/3a8db31de024c3cdb102d4b6a3e7d74bf1d9daa5
1SGPeGUVOIXzIGhDMin1KZ,jazz,https://p.scdn.co/mp3-preview/f17f1b120c86c9d8ac81b8753eaad0069b47d2f1
43vto7McP8RTBjhOK0cyFa,country,https://p.scdn.co/mp3-preview/3f686f47820f7da4ecd9e0d8b63c0efe247406a8
0GfZTgWpk5oTxvY9zm9rLo,reggae,https://p.scdn.co/mp3-preview/102161ee4bdb7d0c3c46f49b8a170b867da056a4
0k8Uf5J9lL7WdsrP3LvSVH,country,https://p.scdn.co/mp3-preview/628b8087739f3d54034c538c26622cb022f4711d
2eG3GM8Z3ZnA1EqFNc3zxq,grindcore,https://p.scdn.co/mp3-preview/0061cb76856674c957de8026fe4ba09b979d8414
4ga5a39uVcUPfGupTG0AqD,bluegrass,https://p.scdn.co/mp3-preview/646fda433dfaa7f15602db311af685ca0de6250a
53jHzOBWtfsZ4h8EpQTTAz,grindcore,https://p.scdn.co/mp3-preview/b059e04a80e5652a2dffd8aef50ea90830640705
7J41dYQolQJEtj3UmKLu5r,r&b,https://p.scdn.co/mp3-preview/34c869c0ab95ca14ed61d619eac6fd3775e2674a
2iGDYZtWYWM69bFBcRTKaW,funk,https://p.scdn.co/mp3-preview/1ef37627c31e9cf1b952e56848b050f004d60ad2
1EwdlD39DNGujOg5Xg3RAC,jazz,https://p.scdn.co/mp3-preview/1693b40a2401536c1614da23201d5570819e1642
68WnkmorKYE2YxBNns3TIK,classical,https://p.scdn.co/mp3-preview/9a1188365ac5c841f30129df86f9f86f6f5d7e9d
2RedLipmWcE1cC0pSlXDlv,techno,https://p.scdn.co/mp3-preview/581d46e9ebcf1c8e036950d8f4494c8f6b1780e7
4rYLi5B80ushaZsUwLONGo,soul,https://p.scdn.co/mp3-preview/c4085dbfe459750b500b70d08cdb19a17473739f
6yjwBbMclTVkojsbf6HEk1,country,https://p.scdn.co/mp3-preview/efd1274381d98fb9863fed8e5d68080a5104006b
4lTDASAJxArDkkLBHHew2J,soul,https://p.scdn.co/mp3-preview/b36571e90fa1bc44ae5de2e7c27f4ccbd54bc894
5S4s8AqUebwkcQ7D02tnfI,grindcore,https://p.scdn.co/mp3-preview/8d694937c15368115241d253d58959c1e9072248
0klzXngMRTV4rjeia3cGOv,bluegrass,https://p.scdn.co/mp3-preview/426fa99d593f964672eda55c0623928123ced6fe
5kHRzybX1zxkn8LNu7Onxb,reggae,https://p.scdn.co/mp3-preview/db8e612282d2d94fe0ad203f40cfd1748627ff99
2GewwRBG9RIyYneu5F48Ol,idm,https://p.scdn.co/mp3-preview/341cc29e09197f319517ff19c7165980d185dd6c
5kqS1zoKtZRhP4lhgA5kDA,folk,https://p.scdn.co/mp3-preview/412dbfb8e7fc9ad223576f8bc91d8f40d0ff06a3
26uYuL9JrNqagkPTpRkjFG,tango,https://p.scdn.co/mp3-preview/9fa366222186b84843929bdea2475e20270d9d9a
7sDEqyI4P1oi0RoJbY086k,reggae,https://p.scdn.co/mp3-preview/4d8fc5be92906df150c633d604dfc4b87a6a1a70
4KXe4ScZ4K5ivvLEX6iTDR,tango,https://p.scdn.co/mp3-preview/8ccf9303f3ab273e8a1bc7a3848947cd8c2a0a57
28oNESc3Esg6p0pck7GxQQ,reggae,https://p.scdn.co/mp3-preview/9c3b89ea5deb101d0fb1435a1746c5f0111efd3e
4JWRyetq4ALHAXm9ByOOEg,rock,https://p.scdn.co/mp3-preview/a04b833ac1346806b0719e8a915a5e0504e8dc8d
209fsOFhqznTXmSc01XyoR,classical,https://p.scdn.co/mp3-preview/49d3ba58292c27ee237dd66681271e19f0ca11af
0PkJ8yrY6cy8KJEl0SYuhc,punk,https://p.scdn.co/mp3-preview/95421c35ac92158d7711e364c5225e0a5494f94c
4f9rAMJaR3W79cGsZvMajN,breakbeat,https://p.scdn.co/mp3-preview/c8244a53d2d6971e3e5bf333bfc233760a034ff9
56JPZyKkH413N19sy2zE3Q,punk,https://p.scdn.co/mp3-preview/17291957d992e82b1ac88a0c92e7580395a8a79e
0vWNGOcd15MecWZIw0jKcE,reggae,https://p.scdn.co/mp3-preview/c008a54eb3f99915e4a43970aa7e4108f5efb62a
13Z5mykNN37MRsckeA3eJJ,grindcore,https://p.scdn.co/mp3-preview/a897f1b08d4ca90f4181968e3891b1859f583b92
0yQ41yOTo4hJLUS3cnfsko,bluegrass,https://p.scdn.co/mp3-preview/30d73a6ea5961533926a1cbb61841a3e3bf1ef1f
5Zkf1AtnBUDzrN791CFbCS,idm,https://p.scdn.co/mp3-preview/2e578b76bd5bc86274068570edecee67438f134e
2XDeNF3QGiZlmXYeZjSSCQ,bluegrass,https://p.scdn.co/mp3-preview/244268a40e7d7605bd07a3a4e3f6e257469d87a0
7cxAyJ1UcrkejC7fTTZcUV,rock,https://p.scdn.co/mp3-preview/d2fd0afc980c1d94dff5f4b94ac7cb5f6026551d
6N8OL0uXbIihnDQ5W9GutN,idm,https://p.scdn.co/mp3-preview/e1b087afd2e0646bd7a7ebadf62ab4c6f5c952e9
5gV9u1rxGsiMFHLvid4No1,soul,https://p.scdn.co/mp3-preview/7f5725130e409ce1157788847404caf01d6b0f86
6Y19VBGJBoixg6umIkE7ar,punk,https://p.scdn.co/mp3-preview/118779cfc6f4860f3cfe344d1866587df16ced50
0ZNJnGLvrE8S8K1DtKplPZ,jazz,https://p.scdn.co/mp3-preview/122ccb5b8a0dfc775da7f3b8b1e830873c9fb99f
1EGukDl5V8yoDiHu2wFuWL,punk,https://p.scdn.co/mp3-preview/271ec980e0e6c4c0ee97371d16b1d2ae2d89b107
67R6DqIitHxBe2wJYC0FZK,lo-fi,https://p.scdn.co/mp3-preview/93468b9346f87ddc8b653fa1b96e59cd6eab0989
2lQKTQJiEmC7a3iSC776ci,reggae,https://p.scdn.co/mp3-preview/db1c6f7c5e1a659a43dcef9fc34138496bf87db4
30f1CJ2yzc1VLF7IdTle4v,r&b,https://p.scdn.co/mp3-preview/8fac47cf362d04b69d7f4e0a83cd4d12662c292e
3AnUQdCODwx2LzDw86WUFk,pop,https://p.scdn.co/mp3-preview/d4f4a8f7c458d07fa877901d73f5ba4cfcd6a667
5cVul9PAjgGEdkQuvVky6f,r&b,https://p.scdn.co/mp3-preview/faf7e6f9dc2cf2e8ff303839a6c4ea2815b41bb4
6tUotqKDAvHEjUnPaR7vlK,punk,https://p.scdn.co/mp3-preview/3bc09bd99e5b8ec99ec60c1694f64d3f294af320
1bL5dxRX1JJphmc5wLdODT,reggae,https://p.scdn.co/mp3-preview/9bcd49fe1225e79eb70c694bf94e8db804afa61b
2jJmmNLDPfM0gwzRFQpMtB,reggae,https://p.scdn.co/mp3-preview/38c1d6f4de14163a6ae040681fdaf0f90f4688a6
1Ovz1WJWcZLcwuuq9lNLm1,blues,https://p.scdn.co/mp3-preview/4ab6639495a2b53e82ee9c80f1578d92f4803250
5uYcFnVxn1RU8hR7wXjzxr,folk,https://p.scdn.co/mp3-preview/f17e011cf62d3a6d4701637618864c46d7f9ee57
1CGYCubRXzXmch4NFPSLIf,jazz,https://p.scdn.co/mp3-preview/6a780cae62b5c695b16a5824389aa4f4d44c05b9
669gYFBhezfYPXQP1hBMOX,rap,https://p.scdn.co/mp3-preview/1e0f2490d387ebdc1a81a178d0a603062737c5a7
63IF0fPHu8sEEc8bJ8VQgm,folk,https://p.scdn.co/mp3-preview/495a975e2c5e6d5229864a5dc5cbf93f7a421779
0JJlUt1aMDei1IjzhvfOFk,r&b,https://p.scdn.co/mp3-preview/d38593d92be803e21586608f1debb626507f84b5
1sHFGxmDPO6XgJkBxnZtqh,lo-fi,https://p.scdn.co/mp3-preview/417140a822f0b6eb0ac65dddce5fbcc3fa12c041
5V9PUNpU8710LulLB0FdEH,punk,https://p.scdn.co/mp3-preview/fb1946c860c1e06763cdc4b2bd6c2cdd816fc5dc
5ViyC3D8ax4FgeTCma85p5,blues,https://p.scdn.co/mp3-preview/faf989dd506b3e145716058232f8e0f750ea2430
7LxE9V4SACDxjUoocMpBMa,r&b,https://p.scdn.co/mp3-preview/fd8e8abaad0b2601b3475386be82ba381235c10c
